#Engineering-Data-Exchange;;;;;;;;;;;;
PROJECT_NAME;"BDT";;;;;;;;;;;
VERSION_OF_REFERENCEFILE;1;;;;;;;;;;;
TIMESTAMP_OF_LAST_CHANGE;17.11.2025;;;;;;;;;;;
AUTHOR_OF_LAST_CHANGE;;;;;;;;;;;;
VERSION_OF_LAYOUT;2;;;;;;;;;;;
#mandatory;mandatory;mandatory;mandatory;mandatory;optional;optional;optional;optional;optional;optional;optional;optional
# keyname;device obj.-instance;object-name;object-type;object-instance;description;min-present-value;max-present-value;commandable;hi-limit;low-limit;state-text-reference;unit-code
"MultistateInput(3000415)";504;"GTBQIDMCRC/LON.ccf-reprisee1 9_1.ccf-reprisee1 9_1-etat";13;3000415;;;;N;;;11;
"MultistateInput(3000347)";504;"GTBQIDMCRC/LON.ccf-pulsionp1 0_3.ccf-pulsionp1 0_3-etat";13;3000347;;;;N;;;11;
"MultistateInput(3000343)";504;"GTBQIDMCRC/LON.ccf-pulsionp1 0_2.ccf-pulsionp1 0_2-etat";13;3000343;;;;N;;;11;
"MultistateInput(3000339)";504;"GTBQIDMCRC/LON.ccf-pulsionp1 0_1.ccf-pulsionp1 0_1-etat";13;3000339;;;;N;;;11;
"MultistateInput(3000307)";504;"GTBQIDMCRC/LON.ccf-pulsionp1 9_8.ccf-pulsionp1 9_8-etat";13;3000307;;;;N;;;11;
"MultistateInput(3000303)";504;"GTBQIDMCRC/LON.ccf-pulsionp1 9_7.ccf-pulsionp1 9_7-etat";13;3000303;;;;N;;;11;
"MultistateInput(3000299)";504;"GTBQIDMCRC/LON.ccf-pulsionp1 9_6.ccf-pulsionp1 9_6-etat";13;3000299;;;;N;;;11;
"MultistateInput(3000295)";504;"GTBQIDMCRC/LON.ccf-pulsionp1 9_5.ccf-pulsionp1 9_5-etat";13;3000295;;;;N;;;11;
"MultistateInput(3000291)";504;"GTBQIDMCRC/LON.ccf-pulsionp1 9_4.ccf-pulsionp1 9_4-etat";13;3000291;;;;N;;;11;
"MultistateInput(3000287)";504;"GTBQIDMCRC/LON.ccf-pulsionp1 9_3.ccf-pulsionp1 9_3-etat";13;3000287;;;;N;;;11;
"MultistateInput(3000283)";504;"GTBQIDMCRC/LON.ccf-pulsionp1 9_2.ccf-pulsionp1 9_2-etat";13;3000283;;;;N;;;11;
"MultistateInput(3000279)";504;"GTBQIDMCRC/LON.ccf-pulsion-p1 9_1.ccf-pulsionp1 9_1-etat";13;3000279;;;;N;;;11;
"Calendar(3010664)";504;"GTBQIDMCRC/Programming.Ventil.Calendrier Arret QID-P1";6;3010664;;;;N;;;;
"BinaryValue(3010193)";504;"GTBQIDMCRC/Programming.systeme.TUC38 defaut-general";5;3010193;;;;Y;;;12;
"BinaryValue(3009596)";504;"GTBQIDMCRC/Programming.systeme.TUC43 defaut-general";5;3009596;;;;Y;;;12;
"BinaryValue(3009595)";504;"GTBQIDMCRC/Programming.systeme.TUC63 defaut-general";5;3009595;;;;Y;;;12;
"BinaryValue(3009594)";504;"GTBQIDMCRC/Programming.systeme.TUC62 defaut-general";5;3009594;;;;Y;;;12;
"BinaryValue(3009593)";504;"GTBQIDMCRC/Programming.systeme.TUC61 defaut-general";5;3009593;;;;Y;;;12;
"BinaryValue(3009592)";504;"GTBQIDMCRC/Programming.systeme.TUC60 defaut-general";5;3009592;;;;Y;;;12;
"BinaryValue(3005535)";504;"GTBQIDMCRC/Programming.systeme.FX59 defaut-general";5;3005535;;;;Y;;;12;
"BinaryValue(3005533)";504;"GTBQIDMCRC/Programming.systeme.FX58 defaut-general";5;3005533;;;;Y;;;12;
"BinaryValue(3005531)";504;"GTBQIDMCRC/Programming.systeme.FX57 defaut-general";5;3005531;;;;Y;;;12;
"BinaryValue(3005529)";504;"GTBQIDMCRC/Programming.systeme.FX56 defaut-general";5;3005529;;;;Y;;;12;
"BinaryValue(3005527)";504;"GTBQIDMCRC/Programming.systeme.FX55 defaut-general";5;3005527;;;;Y;;;12;
"BinaryValue(3005525)";504;"GTBQIDMCRC/Programming.systeme.FX54 defaut-general";5;3005525;;;;Y;;;12;
"BinaryValue(3005523)";504;"GTBQIDMCRC/Programming.systeme.FX52 defaut-general";5;3005523;;;;Y;;;12;
"BinaryValue(3005521)";504;"GTBQIDMCRC/Programming.systeme.FX51 defaut-general";5;3005521;;;;Y;;;12;
"BinaryValue(3005519)";504;"GTBQIDMCRC/Programming.systeme.FX50 defaut-general";5;3005519;;;;Y;;;12;
"BinaryValue(3005517)";504;"GTBQIDMCRC/Programming.systeme.FX49 defaut-general";5;3005517;;;;Y;;;12;
"BinaryValue(3005515)";504;"GTBQIDMCRC/Programming.systeme.FX47 defaut-general";5;3005515;;;;Y;;;12;
"BinaryValue(3005513)";504;"GTBQIDMCRC/Programming.systeme.FX46 defaut-general";5;3005513;;;;Y;;;12;
"BinaryValue(3005511)";504;"GTBQIDMCRC/Programming.systeme.FX45 defaut-general";5;3005511;;;;Y;;;12;
"BinaryValue(3005509)";504;"GTBQIDMCRC/Programming.systeme.FX44 defaut-general";5;3005509;;;;Y;;;12;
"BinaryValue(3005507)";504;"GTBQIDMCRC/Programming.systeme.FX42 defaut-general";5;3005507;;;;Y;;;12;
"BinaryValue(3005505)";504;"GTBQIDMCRC/Programming.systeme.FX41 defaut-general";5;3005505;;;;Y;;;12;
"BinaryValue(3005503)";504;"GTBQIDMCRC/Programming.systeme.FX40 defaut-general";5;3005503;;;;Y;;;12;
"BinaryValue(3005501)";504;"GTBQIDMCRC/Programming.systeme.FX39 defaut-general";5;3005501;;;;Y;;;12;
"BinaryValue(3005499)";504;"GTBQIDMCRC/Programming.systeme.FX35 defaut-general";5;3005499;;;;Y;;;12;
"BinaryValue(3005497)";504;"GTBQIDMCRC/Programming.systeme.FX34 defaut-general";5;3005497;;;;Y;;;12;
"BinaryValue(3005495)";504;"GTBQIDMCRC/Programming.systeme.FX33 defaut-general";5;3005495;;;;Y;;;12;
"BinaryValue(3005493)";504;"GTBQIDMCRC/Programming.systeme.FX32 defaut-general";5;3005493;;;;Y;;;12;
"BinaryValue(3005491)";504;"GTBQIDMCRC/Programming.systeme.FX31 defaut-general";5;3005491;;;;Y;;;12;
"BinaryValue(3005489)";504;"GTBQIDMCRC/Programming.systeme.FX30 defaut-general";5;3005489;;;;Y;;;12;
"BinaryValue(3005487)";504;"GTBQIDMCRC/Programming.systeme.FEC20 defaut-general";5;3005487;;;;Y;;;12;
"BinaryValue(3005485)";504;"GTBQIDMCRC/Programming.systeme.FEC16 defaut-general";5;3005485;;;;Y;;;12;
"BinaryValue(3005456)";504;"GTBQIDMCRC/Programming.systeme.FEC10 defaut-general";5;3005456;;;;Y;;;12;
"BinaryValue(3005454)";504;"GTBQIDMCRC/Programming.systeme.nae etat watchdog";5;3005454;;;;Y;;;13;
"BinaryValue(3004863)";504;"GTBQIDMCRC/Programming.poutre.quittance";5;3004863;;;;Y;;;13;
"BinaryValue(3004862)";504;"GTBQIDMCRC/Programming.Ventil.quittance";5;3004862;;;;Y;;;13;
"BinaryValue(3002708)";504;"GTBQIDMCRC/Programming.irc.commutation-poutres-etat";5;3002708;;;;Y;;;14;
"BinaryValue(3000090)";504;"GTBQIDMCRC/VB1";5;3000090;;;;Y;;;12;
"BinaryOutput(3010626)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe 2-collecteur-froid comman";4;3010626;"pompe.2-collecteur-froid.commande";;;Y;;;15;
"BinaryOutput(3001822)";504;"GTBQIDMCRC/MSTP1.FEC10.alarme-non-urgente commande";4;3001822;"alarme-non-urgente.commande";;;Y;;;12;
"BinaryOutput(3001821)";504;"GTBQIDMCRC/MSTP1.FEC10.alarme-urgente commande";4;3001821;"alarme-urgente.commande";;;Y;;;12;
"BinaryOutput(3001511)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-charge-sanitaire commande";4;3001511;"pompe-charge-sanitaire.commande";;;Y;;;15;
"BinaryOutput(3001147)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-isolement-retour-chaud-co";4;3001147;"vanne-isol.retour-chaud-collecteur.cde";;;Y;;;16;
"BinaryOutput(3001146)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-isolement-aller-chaud-col";4;3001146;"vanne-isol.aller-chaud-collecteur.cde";;;Y;;;16;
"BinaryOutput(3001126)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-circulation-sanitaire com";4;3001126;"pompe-circulation-sanitaire.commande";;;Y;;;15;
"BinaryOutput(3000248)";504;"GTBQIDMCRC/MSTP1.FEC20.chauffage-electrique-sanitaire";4;3000248;"chauffage-electrique-sanitaire.commande";;;Y;;;15;
"BinaryOutput(3000236)";504;"GTBQIDMCRC/MSTP1.FEC20.vannes-isolement-froid-poutres";4;3000236;"vannes-isolement-froid-poutres.commande";;;Y;;;16;
"BinaryOutput(3000235)";504;"GTBQIDMCRC/MSTP1.FEC20.vannes-isolement-chaud-poutres";4;3000235;"vannes-isolement-chaud-poutres.commande";;;Y;;;16;
"BinaryOutput(3000234)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-poutres commande";4;3000234;"pompe-poutres.commande";;;Y;;;15;
"BinaryOutput(3000233)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-collecteur-froid commande";4;3000233;"pompe-collecteur-froid.commande";;;Y;;;15;
"BinaryOutput(3000161)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilateur-extraction commande";4;3000161;"9.15 ventilateur-extraction";;;Y;;;15;
"BinaryOutput(3000160)";504;"GTBQIDMCRC/MSTP1.FEC10.circulateur-recuperation comman";4;3000160;"9.12 circulateur-recuperation";;;Y;;;15;
"BinaryOutput(3000159)";504;"GTBQIDMCRC/MSTP1.FEC10.circulateur-chaud commande";4;3000159;"9.13 circulateur-chaud";;;Y;;;15;
"BinaryOutput(3000158)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilateur-pulsion commande";4;3000158;"9.12 ventilateur-pulsion";;;Y;;;15;
"BinaryOutput(3000157)";504;"GTBQIDMCRC/MSTP1.FEC10.clapet-air-repris commande";4;3000157;"9.11 clapet-extraction";;;Y;;;16;
"BinaryOutput(3000156)";504;"GTBQIDMCRC/MSTP1.FEC10.clapet-air-neuf commande";4;3000156;"9.10 clapet-pulsion";;;Y;;;16;
"BinaryOutput(3000101)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilateur-sanitaire-gv comman";4;3000101;"ventilateur-sanitaire-gv";;;Y;;;15;
"BinaryOutput(3000100)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilateur-sanitaire-pv comman";4;3000100;"9.18 ventilateur-sanitaire-pv";;;Y;;;15;
"BinaryInput(3010625)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe 2-collecteur-froid interr";3;3010625;"pompe.2-collecteur-froid.inter-revision";;;N;;;17;
"BinaryInput(3010624)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe 2-collecteur-froid defaut";3;3010624;"pompe.2-collecteur-froid.defaut-general";;;N;;;18;
"BinaryInput(3010623)";504;"GTBQIDMCRC/MSTP1.FEC20.alarme-armoire-tyco";3;3010623;"alarme-armoire-tyco";;;N;;;18;
"BinaryInput(3009918)";504;"GTBQIDMCRC/MSTP1.TUC38.BI-1";3;3009918;"DI2_CoolValveOff";;;N;;;19;
"BinaryInput(3009895)";504;"GTBQIDMCRC/MSTP1.FX36.BI-1";3;3009895;;;;N;;;19;
"BinaryInput(3009673)";504;"GTBQIDMCRC/MSTP1.FEC10.temperature-haute-machine-froid";3;3009673;"temperature-haute-machine-froid.defaut-g";;;N;;;18;
"BinaryInput(3009672)";504;"GTBQIDMCRC/MSTP1.FEC16.panne-machine-froid-1 defaut-ge";3;3009672;"panne-machine-froid-1.defaut-general";;;N;;;18;
"BinaryInput(3009671)";504;"GTBQIDMCRC/MSTP1.FEC16.panne-machine-froid-2 defaut-ge";3;3009671;"panne-machine-froid-2.defaut-general";;;N;;;18;
"BinaryInput(3009586)";504;"GTBQIDMCRC/MSTP1.TUC43.BI-1";3;3009586;"DI2_CoolValveOff";;;N;;;19;
"BinaryInput(3009584)";504;"GTBQIDMCRC/MSTP1.TUC60.BI-0";3;3009584;"manque tension 24VAC bat. D 4eme etage";;;N;;;19;
"BinaryInput(3009542)";504;"GTBQIDMCRC/MSTP1.TUC63.BI-1";3;3009542;"DI2_CoolValveOff";;;N;;;19;
"BinaryInput(3009535)";504;"GTBQIDMCRC/MSTP1.TUC62.BI-1";3;3009535;"DI2_CoolValveOff";;;N;;;19;
"BinaryInput(3009529)";504;"GTBQIDMCRC/MSTP1.TUC61.BI-1";3;3009529;"DI2_CoolValveOff";;;N;;;19;
"BinaryInput(3009523)";504;"GTBQIDMCRC/MSTP1.TUC60.BI-1";3;3009523;"DI2_CoolValveOff";;;N;;;19;
"BinaryInput(3007874)";504;"GTBQIDMCRC/MSTP1.FX54.BI1";3;3007874;;;;N;;;19;
"BinaryInput(3007872)";504;"GTBQIDMCRC/MSTP1.FX49.BI1";3;3007872;;;;N;;;19;
"BinaryInput(3007870)";504;"GTBQIDMCRC/MSTP1.FX44.BI1";3;3007870;;;;N;;;19;
"BinaryInput(3007868)";504;"GTBQIDMCRC/MSTP1.FX39.BI1";3;3007868;;;;N;;;19;
"BinaryInput(3004586)";504;"GTBQIDMCRC/MSTP1.FX59.BI-1";3;3004586;;;;N;;;19;
"BinaryInput(3004465)";504;"GTBQIDMCRC/MSTP1.FX58.BI-1";3;3004465;"DI2_CoolValveOff";;;N;;;19;
"BinaryInput(3004464)";504;"GTBQIDMCRC/MSTP1.FX57.BI-1";3;3004464;;;;N;;;19;
"BinaryInput(3004463)";504;"GTBQIDMCRC/MSTP1.FX56.BI-1";3;3004463;;;;N;;;19;
"BinaryInput(3004462)";504;"GTBQIDMCRC/MSTP1.FX55.BI-1";3;3004462;;;;N;;;19;
"BinaryInput(3004461)";504;"GTBQIDMCRC/MSTP1.FX54.BI-1";3;3004461;;;;N;;;19;
"BinaryInput(3004460)";504;"GTBQIDMCRC/MSTP1.FX52.BI-1";3;3004460;;;;N;;;19;
"BinaryInput(3004459)";504;"GTBQIDMCRC/MSTP1.FX51.BI-1";3;3004459;;;;N;;;19;
"BinaryInput(3004458)";504;"GTBQIDMCRC/MSTP1.FX50.BI-1";3;3004458;"DI2_CoolValveOff";;;N;;;19;
"BinaryInput(3004457)";504;"GTBQIDMCRC/MSTP1.FX49.BI-1";3;3004457;;;;N;;;19;
"BinaryInput(3004456)";504;"GTBQIDMCRC/MSTP1.FX47.BI-1";3;3004456;;;;N;;;19;
"BinaryInput(3004455)";504;"GTBQIDMCRC/MSTP1.FX46.BI-1";3;3004455;;;;N;;;19;
"BinaryInput(3004454)";504;"GTBQIDMCRC/MSTP1.FX45.BI-1";3;3004454;;;;N;;;19;
"BinaryInput(3004453)";504;"GTBQIDMCRC/MSTP1.FX44.BI-1";3;3004453;;;;N;;;19;
"BinaryInput(3004452)";504;"GTBQIDMCRC/MSTP1.FX42.BI-1";3;3004452;;;;N;;;19;
"BinaryInput(3004451)";504;"GTBQIDMCRC/MSTP1.FX41.BI-1";3;3004451;;;;N;;;19;
"BinaryInput(3004450)";504;"GTBQIDMCRC/MSTP1.FX40.BI-1";3;3004450;"DI2_CoolValveOff";;;N;;;19;
"BinaryInput(3004449)";504;"GTBQIDMCRC/MSTP1.FX39.BI-1";3;3004449;;;;N;;;19;
"BinaryInput(3004448)";504;"GTBQIDMCRC/MSTP1.FX35.BI-1";3;3004448;;;;N;;;19;
"BinaryInput(3004447)";504;"GTBQIDMCRC/MSTP1.FX34.BI-1";3;3004447;;;;N;;;19;
"BinaryInput(3004446)";504;"GTBQIDMCRC/MSTP1.FX33.BI-1";3;3004446;;;;N;;;19;
"BinaryInput(3004445)";504;"GTBQIDMCRC/MSTP1.FX32.BI-1";3;3004445;;;;N;;;19;
"BinaryInput(3004444)";504;"GTBQIDMCRC/MSTP1.FX31.BI-1";3;3004444;;;;N;;;19;
"BinaryInput(3001510)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-charge-sanitaire marche";3;3001510;"pompe-charge-sanitaire.marche";;;N;;;15;
"BinaryInput(3001509)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-charge-sanitaire defaut-g";3;3001509;"pompe-charge-sanitaire.defaut-general";;;N;;;12;
"BinaryInput(3001152)";504;"GTBQIDMCRC/MSTP1.FEC20.commutateur-pcc-chaud mode-pcc";3;3001152;"commutateur-pcc-chauffage.mode-pcc";;;N;;;15;
"BinaryInput(3001151)";504;"GTBQIDMCRC/MSTP1.FEC20.commutateur-pcc-chaud mode-loca";3;3001151;"commutateur-pcc-chauffage.mode-local";;;N;;;15;
"BinaryInput(3001150)";504;"GTBQIDMCRC/MSTP1.FEC20.chauffage-electrique-sanit marc";3;3001150;"chauffage-electrique-sanitaire.marche";;;N;;;15;
"BinaryInput(3001129)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-circulation-sanitaire int";3;3001129;"9.32 pompe-circulation-sanitaire.inter";;;N;;;18;
"BinaryInput(3001128)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-circulation-sanitaire def";3;3001128;"9.32 pompe-circulation-sanitaire.panne";;;N;;;18;
"BinaryInput(3001127)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-circulation-sanitaire mar";3;3001127;"9.32 ppe-circulation-sanitaire.marche";;;N;;;15;
"BinaryInput(3001125)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-aller-chaud-collecteur ou";3;3001125;"9.26 vanne-isol.aller-chaud-coll.ouverte";;;N;;;20;
"BinaryInput(3001124)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-aller-chaud-collecteur fe";3;3001124;"9.26 vanne-isol.aller-chaud-coll.fermee";;;N;;;20;
"BinaryInput(3001123)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-retour-chaud-collecteur o";3;3001123;"9.27 vanne-isol.retour-chaud-collect.ouv";;;N;;;20;
"BinaryInput(3001122)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-retour-chaud-collecteur f";3;3001122;"9.27 vanne-isol.retour-chaud-collect.fer";;;N;;;20;
"BinaryInput(3001119)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-collecteur-froid defaut-g";3;3001119;"9.20 pompe-collecteur-froid.defaut-gene";;;N;;;18;
"BinaryInput(3001118)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-collecteur-froid interrup";3;3001118;"9.29 pompe-collecteur-froid.inter";;;N;;;18;
"BinaryInput(3001117)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-retour-froid-poutres ferm";3;3001117;"vanne-isol.retour-froid-poutres.fermee";;;N;;;20;
"BinaryInput(3001116)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-retour-froid-poutres ouve";3;3001116;"vanne-isol.retour-froid-poutres.ouverte";;;N;;;20;
"BinaryInput(3001115)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-aller-froid-poutres ferme";3;3001115;"vanne-isol.aller-froid-poutres.fermee";;;N;;;20;
"BinaryInput(3001114)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-aller-froid-poutres ouver";3;3001114;"vanne-isol.aller-froid-poutres.ouverte";;;N;;;20;
"BinaryInput(3001113)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-retour-chaud-poutres ferm";3;3001113;"vanne-isol.retour-chaud-poutres.fermee";;;N;;;20;
"BinaryInput(3001112)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-retour-chaud-poutres ouve";3;3001112;"vanne-isol.retour-chaud-poutres.ouverte";;;N;;;20;
"BinaryInput(3001111)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-aller-chaud-poutres ferme";3;3001111;"vanne-isol.aller-chaud-poutres.fermee";;;N;;;20;
"BinaryInput(3001110)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-aller-chaud-poutres ouver";3;3001110;"vanne-isol.aller-chaud-poutres.ouverte";;;N;;;20;
"BinaryInput(3000264)";504;"GTBQIDMCRC/MSTP1.FEC20.manque-tension-24v defaut-gener";3;3000264;"manque-tension-24v.defaut-general";;;N;;;18;
"BinaryInput(3000263)";504;"GTBQIDMCRC/MSTP1.FEC20.disjoncteur-tableau-solaire def";3;3000263;"4.6 disjoncteur-tableau-solaire.panne";;;N;;;18;
"BinaryInput(3000262)";504;"GTBQIDMCRC/MSTP1.FEC20.disjoncteur-pompe-relevage defa";3;3000262;"6.2 disjoncteur-pompe-relevage.panne";;;N;;;18;
"BinaryInput(3000250)";504;"GTBQIDMCRC/MSTP1.FEC20.boiler-sanitaire surchauffe";3;3000250;"boiler-sanitaire.surchauffe";;;N;;;18;
"BinaryInput(3000247)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-relevage defaut-general";3;3000247;"k-1/s1 pompe-relevage.defaut-general";;;N;;;18;
"BinaryInput(3000246)";504;"GTBQIDMCRC/MSTP1.FEC20.pression-statique defaut-genera";3;3000246;"9.162.7 pression-statique.defaut-general";;;N;;;18;
"BinaryInput(3000245)";504;"GTBQIDMCRC/MSTP1.FEC20.compteur-eau-du-lac defaut-gene";3;3000245;"9.28 compteur-eau-du-lac.defaut-general";;;N;;;18;
"BinaryInput(3000228)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-poutres defaut-general";3;3000228;"9.21 pompe-poutres.defaut-general";;;N;;;18;
"BinaryInput(3000227)";504;"GTBQIDMCRC/MSTP1.FEC20.pompe-poutres interrupteur-secu";3;3000227;"9.21 pompe-poutres.interrupteur-securite";;;N;;;18;
"BinaryInput(3000215)";504;"GTBQIDMCRC/MSTP1.FEC20.commutateur-pcc-froid mode-pcc";3;3000215;"commutateur-pcc-froid.mode-pcc";;;N;;;15;
"BinaryInput(3000214)";504;"GTBQIDMCRC/MSTP1.FEC20.commutateur-pcc-froid mode-loca";3;3000214;"commutateur-pcc-froid.mode-local";;;N;;;15;
"BinaryInput(3000207)";504;"GTBQIDMCRC/MSTP1.FEC16.reenclenchement-incendie";3;3000207;"reenclenchement incendie";;;N;;;18;
"BinaryInput(3000206)";504;"GTBQIDMCRC/MSTP1.FEC16.rappel-pompier";3;3000206;"rappel pompier";;;N;;;18;
"BinaryInput(3000205)";504;"GTBQIDMCRC/MSTP1.FEC16.alarme-batiment";3;3000205;"alarme batiment";;;N;;;18;
"BinaryInput(3000204)";504;"GTBQIDMCRC/MSTP1.FEC16.detection-incendie incendie-cen";3;3000204;"alarme feu";;;N;;;18;
"BinaryInput(3000155)";504;"GTBQIDMCRC/MSTP1.FEC10.commutateur-pcc mode-local";3;3000155;"commutateur-pcc";;;N;;;15;
"BinaryInput(3000154)";504;"GTBQIDMCRC/MSTP1.FEC10.commutateur-pcc mode-pcc";3;3000154;"commutateur-pcc";;;N;;;15;
"BinaryInput(3000133)";504;"GTBQIDMCRC/MSTP1.FEC10.surppression-pulsion defaut-gen";3;3000133;"9.125.7 pression-pulsion.defaut-general";;;N;;;18;
"BinaryInput(3000132)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilation-sanitaire-gv defaut";3;3000132;"9.18 sanitaire-gv.defaut-general";;;N;;;18;
"BinaryInput(3000131)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilation-sanitaire-pv marche";3;3000131;"9.18 ventilation-sanitaire-pv";;;N;;;15;
"BinaryInput(3000130)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilation-sanitaire-gv marche";3;3000130;"9.18 ventilation-sanitaire-gv.marche";;;N;;;15;
"BinaryInput(3000129)";504;"GTBQIDMCRC/MSTP1.FEC10.surppression-extraction defaut-";3;3000129;"9.125.8 surppression-extraction.defaut";;;N;;;18;
"BinaryInput(3000128)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilation-sanitaire-pv defaut";3;3000128;"9.18 sanitaire-pv.defaut-general";;;N;;;18;
"BinaryInput(3000127)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilateur-sanitaire interrupt";3;3000127;"9.18 sanitaire.interrupteur-securite";;;N;;;18;
"BinaryInput(3000126)";504;"GTBQIDMCRC/MSTP1.FEC10.disjonction-divers defaut-gener";3;3000126;"qf33 qf41 qf43 disjonction-divers";;;N;;;18;
"BinaryInput(3000125)";504;"GTBQIDMCRC/MSTP1.FEC10.circulateur-chaud defaut-genera";3;3000125;"9.13 circulateur-chaud.defaut-general";;;N;;;18;
"BinaryInput(3000124)";504;"GTBQIDMCRC/MSTP1.FEC10.circulateur-chaud marche";3;3000124;"9.13 circulateur-chaud.marche";;;N;;;15;
"BinaryInput(3000123)";504;"GTBQIDMCRC/MSTP1.FEC10.circulateur-recuperation defaut";3;3000123;"9.12 circul-recup.defaut";;;N;;;18;
"BinaryInput(3000122)";504;"GTBQIDMCRC/MSTP1.FEC10.circulateur-recuperation interr";3;3000122;"9.12 circul-recup.inter";;;N;;;18;
"BinaryInput(3000121)";504;"GTBQIDMCRC/MSTP1.FEC10.circulateur-chaud interrupteur-";3;3000121;"9.13 circulateur-chaud.interrupteur";;;N;;;18;
"BinaryInput(3000120)";504;"GTBQIDMCRC/MSTP1.FEC10.manque-tension24 defaut general";3;3000120;"manque-t1011 tension24.fec20";;;N;;;18;
"BinaryInput(3000119)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilateur-extraction defaut-r";3;3000119;"9.15 extraction.defaut-regulateur";;;N;;;18;
"BinaryInput(3000118)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilateur-extraction marche";3;3000118;"9.15 ventilateur-extraction.marche";;;N;;;15;
"BinaryInput(3000117)";504;"GTBQIDMCRC/MSTP1.FEC10.danger-gel";3;3000117;"9.119.8 danger-gel";;;N;;;18;
"BinaryInput(3000116)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilateur-pulsion marche";3;3000116;"9.10 ventilateur-pulsion";;;N;;;15;
"BinaryInput(3000115)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilateur-pulsion defaut-regu";3;3000115;"9.10 pulsion.defaut-regulateur-vitesse";;;N;;;18;
"BinaryInput(3000114)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilateur-pulsion interrupteu";3;3000114;"9.10 pulsion.interrupteur-securite";;;N;;;18;
"BinaryInput(3000113)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilateur-extraction interrup";3;3000113;"9.15 extraction.interrupteur-securite";;;N;;;18;
"BinaryInput(3000112)";504;"GTBQIDMCRC/MSTP1.FEC10.clapet-air-repris ferme";3;3000112;"9.14 clapet air repris ferme";;;N;;;13;
"BinaryInput(3000111)";504;"GTBQIDMCRC/MSTP1.FEC10.clapet-air-neuf ferme";3;3000111;"9.10";;;N;;;13;
"BinaryInput(3000109)";504;"GTBQIDMCRC/MSTP1.FEC10.debit-pulsion etat";3;3000109;"9.116.7 debit-pulsion";;;N;;;20;
"BinaryInput(3000108)";504;"GTBQIDMCRC/MSTP1.FEC10.debit-extraction etat";3;3000108;"9.116.8 debit-extraction";;;N;;;20;
"BinaryInput(3000107)";504;"GTBQIDMCRC/MSTP1.FEC10.clapet-air-repris ouvert";3;3000107;"9.14 clapet-extraction";;;N;;;20;
"BinaryInput(3000104)";504;"GTBQIDMCRC/MSTP1.FEC10.clapet-air-neuf ouvert";3;3000104;"9.10 clapet-pulsion";;;N;;;20;
"BinaryInput(3000099)";504;"GTBQIDMCRC/MSTP1.FEC10.filtre-air-neuf encrasse";3;3000099;"9.113.7 filtre-air-neuf";;;N;;;18;
"BinaryInput(3000098)";504;"GTBQIDMCRC/MSTP1.FEC10.filtre-extraction encrasse";3;3000098;"9.113.8 filtre-extraction";;;N;;;18;
"AnalogValue(3009921)";504;"GTBQIDMCRC/MSTP1.TUC38.AV-37";2;3009921;"CoolIndication";;;Y;;;;98
